Rank,Category,Name,Country,City,Source,Industries,SelfMade,Gender,LastName,FirstName,FinalWorth,BirthDate,Age,birthYear,birthMonth,birthDay,Cpi_Country,Gdp_Country,Life_Expectancy_Country,Tax_Revenue_Country_Country,Total_Tax_Rate_Country,Population_Country,,Current Date
397,Healthcare,Jian Jun,China,Beijing,Biomedical products,Healthcare,TRUE,Female,Jian,Jun,6400,11/1/1963,62,1963,11,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
397,Energy,Alexei Kuzmichev,France,Paris,"Oil, banking, telecom",Energy,TRUE,Male,Kuzmichev,Alexei,6400,10/15/1962,63,1962,10,15,110.05,2715518274227,82.5,24.2,60.7,67059887,,11/25/25
397,Finance & Investments,Luis Carlos Sarmiento,Colombia,Bogota,Banking,Finance & Investments,TRUE,Male,Sarmiento,Luis Carlos,6400,1/27/1933,93,1933,1,27,140.95,323802808108,77.1,14.4,71.2,50339443,,11/25/25
397,Logistics,Dennis Washington,United States,Missoula,"Construction, mining",Logistics,TRUE,Male,Washington,Dennis,6400,7/27/1934,91,1934,7,27,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
405,Construction & Engineering,Anthony Bamford & family,United Kingdom,Gloucestershire,Construction equipment,Construction & Engineering,FALSE,Male,Bamford,Anthony,6300,10/23/1945,80,1945,10,23,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
405,Energy,Gao Jifan & family,China,Changzhou,Solar equipment,Energy,TRUE,Male,Gao,Jifan,6300,1/1/1965,61,1965,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
405,Finance & Investments,John Grayken,United Kingdom,London,Private equity,Finance & Investments,TRUE,Male,Grayken,John,6300,6/1/1956,69,1956,6,1,119.62,2827113184696,81.3,25.5,30.6,66834405,,11/25/25
405,Healthcare,Alain Merieux & family,France,Lyon,Pharmaceuticals,Healthcare,FALSE,Male,Merieux,Alain,6300,1/1/1938,88,1938,1,1,110.05,2715518274227,82.5,24.2,60.7,67059887,,11/25/25
405,Energy,Wang Yusuo & family,China,Langfang,Natural gas distribution,Energy,TRUE,Male,Wang,Yusuo,6300,3/11/1964,62,1964,3,11,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
405,Manufacturing,Stef Wertheimer & family,Israel,Tel Aviv,Metalworking tools,Manufacturing,TRUE,Male,Wertheimer,Stef,6300,7/16/1926,99,1926,7,16,108.15,395098666122,82.8,23.1,25.3,9053300,,11/25/25
411,Food & Beverage,Maria Asuncion Aramburuzabala & family,Mexico,Mexico City,"Beer, investments",Food & Beverage,FALSE,Female,Aramburuzabala,Maria Asuncion,6200,5/2/1963,63,1963,5,2,141.54,1258286717125,75,13.1,55.1,126014024,,11/25/25
411,Diversified,Gustaf Douglas,Sweden,Stockholm,Investments,Diversified,TRUE,Male,Douglas,Gustaf,6200,3/3/1938,88,1938,3,3,110.51,530832908738,82.5,27.9,49.1,10285453,,11/25/25
411,Service,Frits Goldschmeding,Netherlands,Amsterdam,Temp agency,Service,TRUE,Male,Goldschmeding,Frits,6200,8/2/1933,92,1933,8,2,115.91,909070395161,81.8,23,41.2,17332850,,11/25/25
411,Food & Beverage,Lin Muqin & family,China,Shenzhen,Beverages,Food & Beverage,TRUE,Male,Lin,Muqin,6200,1/1/1964,62,1964,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
411,Manufacturing,Ruan Liping,China,Ningbo,Power strips,Manufacturing,TRUE,Male,Ruan,Liping,6200,1/1/1964,62,1964,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
411,Manufacturing,Ruan Xueping,China,Ningbo,Power strip,Manufacturing,TRUE,Male,Ruan,Xueping,6200,1/1/1972,54,1972,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
411,Finance & Investments,Michal Solowow,Poland,Kielce,Investments,Finance & Investments,TRUE,Male,Solowow,Michal,6200,7/11/1962,63,1962,7,11,114.11,592164400688,77.6,17.4,40.8,37970874,,11/25/25
418,Diversified,Mike Adenuga,Nigeria,Lagos,"Telecom, oil",Diversified,TRUE,Male,Adenuga,Mike,6100,4/29/1953,73,1953,4,29,267.51,448120428859,54.3,1.5,34.8,200963599,,11/25/25
418,Finance & Investments,Tom Gores,United States,Beverly Hills,Private equity,Finance & Investments,TRUE,Male,Gores,Tom,6100,7/31/1964,61,1964,7,31,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
418,Fashion & Retail,Michael Herz,Germany,Hamburg,Coffee,Fashion & Retail,FALSE,Male,Herz,Michael,6100,9/28/1943,82,1943,9,28,112.85,3845630030824,80.9,11.5,48.8,83132799,,11/25/25
418,Fashion & Retail,Wolfgang Herz,Germany,Hamburg,Coffee,Fashion & Retail,FALSE,Male,Herz,Wolfgang,6100,1/1/1951,75,1951,1,1,112.85,3845630030824,80.9,11.5,48.8,83132799,,11/25/25
425,Metals & Mining,Alexander Abramov,Russia,Moscow,"Steel, mining",Metals & Mining,TRUE,Male,Abramov,Alexander,6000,2/20/1959,67,1959,2,20,180.75,1699876578871,72.7,11.4,46.2,144373535,,11/25/25
425,Real Estate,Neil Bluhm,United States,Chicago,Real estate,Real Estate,TRUE,Male,Bluhm,Neil,6000,1/12/1938,88,1938,1,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
425,Fashion & Retail,Alain Bouchard,Canada,Montreal,Convinience stores,Fashion & Retail,TRUE,Male,Bouchard,Alain,6000,2/18/1949,77,1949,2,18,116.76,1736425629520,81.9,12.8,24.5,36991981,,11/25/25
425,Technology,Jay Chaudhry,United States,Reno,Security software,Technology,TRUE,Male,Chaudhry,Jay,6000,8/26/1959,66,1959,8,26,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
425,Fashion & Retail,Gopikishan Damani,India,Mumbai,"Retail, investments",Fashion & Retail,TRUE,Male,Damani,Gopikishan,6000,1/1/1958,68,1958,1,1,180.44,2611000000000,69.4,11.2,49.7,1366417754,,11/25/25
425,Diversified,Sumet Jiaravanon,Thailand,Bangkok,Diversified,Diversified,FALSE,Male,Jiaravanon,Sumet,6000,11/2/1934,91,1934,11,2,113.27,543649976166,76.9,14.9,29.5,69625582,,11/25/25
425,Finance & Investments,Frank Lowy,Israel,Tel Aviv,Investments,Finance & Investments,TRUE,Male,Lowy,Frank,6000,10/22/1930,95,1930,10,22,108.15,395098666122,82.8,23.1,25.3,9053300,,11/25/25
425,Finance & Investments,Michael Milken,United States,Los Angeles,Investments,Finance & Investments,TRUE,Male,Milken,Michael,6000,7/4/1946,79,1946,7,4,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
425,Technology,David Steward,United States,St. Louis,IT provider,Technology,TRUE,Male,Steward,David,6000,7/2/1951,74,1951,7,2,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
425,Fashion & Retail,Les Wexner & family,United States,New Albany,Retail,Fashion & Retail,TRUE,Male,Wexner,Les,6000,9/8/1937,88,1937,9,8,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
437,Real Estate,Cai Kui,China,Chengdu,Real estate,Real Estate,TRUE,Male,Cai,Kui,5900,1/1/1963,63,1963,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
437,Diversified,Jaran Chiaravanont,Thailand,Bangkok,Diversified,Diversified,FALSE,Male,Chiaravanont,Jaran,5900,4/1/1930,96,1930,4,1,113.27,543649976166,76.9,14.9,29.5,69625582,,11/25/25
437,Finance & Investments,Andreas Halvorsen,United States,Darien,Hedge funds,Finance & Investments,TRUE,Male,Halvorsen,Andreas,5900,4/23/1961,65,1961,4,23,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
437,Finance & Investments,Antony Ressler,United States,Los Angeles,Finance,Finance & Investments,TRUE,Male,Ressler,Antony,5900,10/12/1960,65,1960,10,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
437,Food & Beverage,Tsai Eng-meng,China,Shanghai,"Food, beverages",Food & Beverage,FALSE,Male,Tsai,Eng-meng,5900,1/15/1957,69,1957,1,15,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
442,Finance & Investments,Josh Harris,United States,Miami,Private equity,Finance & Investments,TRUE,Male,Harris,Josh,5800,12/29/1964,61,1964,12,29,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
442,Healthcare,Niels Peter Louis-Hansen,Denmark,Humlebaek,Medical devices,Healthcare,FALSE,Male,Louis-Hansen,Niels Peter,5800,10/25/1947,78,1947,10,25,110.35,348078018464,81,32.4,23.8,5818553,,11/25/25
442,Healthcare,Patrick Soon-Shiong,United States,Los Angeles,Pharmaceuticals,Healthcare,TRUE,Male,Soon-Shiong,Patrick,5800,7/29/1952,73,1952,7,29,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
445,Metals & Mining,Rinat Akhmetov,Ukraine,Donetsk,"Steel, coal",Metals & Mining,TRUE,Male,Akhmetov,Rinat,5700,9/21/1966,59,1966,9,21,281.66,153781069118,71.6,20.1,45.2,44385155,,11/25/25
445,Healthcare,John Brown,United States,Atlanta,Medical equipment,Healthcare,TRUE,Male,Brown,John,5700,9/15/1934,91,1934,9,15,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
445,Energy,Arthur Irving,Canada,Saint John,Oil,Energy,FALSE,Male,Irving,Arthur,5700,1/1/1930,96,1930,1,1,116.76,1736425629520,81.9,12.8,24.5,36991981,,11/25/25
445,Real Estate,Fredrik Lundberg,Sweden,Stockholm,"Real estate, investments",Real Estate,FALSE,Male,Lundberg,Fredrik,5700,8/5/1951,74,1951,8,5,110.51,530832908738,82.5,27.9,49.1,10285453,,11/25/25
445,Construction & Engineering,Thomas Schmidheiny,Switzerland,Jona,Cement,Construction & Engineering,FALSE,Male,Schmidheiny,Thomas,5700,12/17/1945,80,1945,12,17,99.55,703082435360,83.6,10.1,28.8,8574832,,11/25/25
445,Finance & Investments,Daniel Ziff,United States,New York,Investments,Finance & Investments,FALSE,Male,Ziff,Daniel,5700,11/2/1971,54,1971,11,2,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
445,Finance & Investments,Dirk Ziff,United States,North Palm Beach,Investments,Finance & Investments,FALSE,Male,Ziff,Dirk,5700,4/1/1964,62,1964,4,1,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
445,Finance & Investments,Robert Ziff,United States,New York,Investments,Finance & Investments,FALSE,Male,Ziff,Robert,5700,8/12/1966,59,1966,8,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
455,Energy,Ray Lee Hunt,United States,Dallas,"Oil, real estate",Energy,FALSE,Male,Hunt,Ray Lee,5600,4/6/1943,83,1943,4,6,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
455,Logistics,Lai Meisong,China,Shanghai,Package delivery,Logistics,TRUE,Male,Lai,Meisong,5600,12/1/1970,55,1970,12,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
455,Automotive,Vikram Lal & family,India,Delhi,Motorcycles,Automotive,FALSE,Male,Lal,Vikram,5600,3/5/1942,84,1942,3,5,180.44,2611000000000,69.4,11.2,49.7,1366417754,,11/25/25
455,Finance & Investments,Ken Langone,United States,Sands Point,Investments,Finance & Investments,TRUE,Male,Langone,Ken,5600,9/16/1935,90,1935,9,16,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
455,Healthcare,Li Ge,China,Shanghai,Pharmaceutical ingredients,Healthcare,TRUE,Male,Li,Ge,5600,1/1/1967,59,1967,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
455,Finance & Investments,Karen Pritzker,United States,Branford,"Hotels, investments",Finance & Investments,FALSE,Female,Pritzker,Karen,5600,1/7/1958,68,1958,1,7,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
455,Service,Robert Rowling,United States,Dallas,"Hotels, investments",Service,FALSE,Male,Rowling,Robert,5600,9/26/1953,72,1953,9,26,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
455,Gambling & Casinos,Teddy Sagi,Israel,Tel Aviv,Gambling software,Gambling & Casinos,TRUE,Male,Sagi,Teddy,5600,11/1/1971,54,1971,11,1,108.15,395098666122,82.8,23.1,25.3,9053300,,11/25/25
455,Healthcare,Seo Jung-jin,South Korea,Seoul,Biotech,Healthcare,TRUE,Male,Seo,Jung-jin,5600,10/23/1957,68,1957,10,23,115.16,2029000000000,82.6,15.6,33.2,51709098,,11/25/25
455,Automotive,Wu Jianshu,China,Ningbo,Auto parts,Automotive,TRUE,Male,Wu,Jianshu,5600,1/1/1964,62,1964,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
466,Service,Micky Arison,United States,Bal Harbour,Carnival Cruises,Service,FALSE,Male,Arison,Micky,5500,6/29/1949,76,1949,6,29,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Media & Entertainment,James Chambers,United States,Palisades,"Media, automotive",Media & Entertainment,FALSE,Male,Chambers,James,5500,4/12/1957,69,1957,4,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Technology,John Collison,United States,San Francisco,Payments software,Technology,TRUE,Male,Collison,John,5500,8/6/1990,35,1990,8,6,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Technology,Patrick Collison,United States,San Francisco,Payment software,Technology,TRUE,Male,Collison,Patrick,5500,9/9/1988,37,1988,9,9,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Manufacturing,Archie Aldis Emmerson & family,United States,Redding,"Timberland, lumber mills",Manufacturing,TRUE,Male,Emmerson,Archie Aldis,5500,4/10/1929,97,1929,4,10,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Automotive,Piero Ferrari,Italy,Modena,Automobiles,Automotive,FALSE,Male,Ferrari,Piero,5500,5/22/1945,81,1945,5,22,110.62,2001244392042,82.9,24.3,59.1,60297396,,11/25/25
466,Automotive,Dan Friedkin,United States,Houston,Toyota dealerships,Automotive,FALSE,Male,Friedkin,Dan,5500,2/27/1965,61,1965,2,27,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Diversified,James Irving,Canada,Saint John,Diversified,Diversified,FALSE,Male,Irving,James,5500,3/20/1928,98,1928,3,20,116.76,1736425629520,81.9,12.8,24.5,36991981,,11/25/25
466,Manufacturing,Jiang Weiping & family,China,Chengdu,Chemicals,Manufacturing,TRUE,Male,Jiang,Weiping,5500,3/1/1955,71,1955,3,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
466,Healthcare,Wolfgang Marguerre & family,Germany,Heidelberg,Pharmaceuticals,Healthcare,TRUE,Male,Marguerre,Wolfgang,5500,6/4/1941,84,1941,6,4,112.85,3845630030824,80.9,11.5,48.8,83132799,,11/25/25
466,Finance & Investments,Ludwig Merckle,Germany,Ulm,Pharmaceuticals,Finance & Investments,FALSE,Male,Merckle,Ludwig,5500,1/1/1965,61,1965,1,1,112.85,3845630030824,80.9,11.5,48.8,83132799,,11/25/25
466,Manufacturing,Mitchell Rales,United States,Potomac,"Manufacturing, investments",Manufacturing,TRUE,Male,Rales,Mitchell,5500,8/21/1956,69,1956,8,21,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Media & Entertainment,Katharine Rayner,United States,East Hampton,"Media, automotive",Media & Entertainment,FALSE,Female,Rayner,Katharine,5500,1/12/1945,81,1945,1,12,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Finance & Investments,Paul Singer,United States,New York,Hedge funds,Finance & Investments,TRUE,Male,Singer,Paul,5500,8/22/1944,81,1944,8,22,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Healthcare,Sergio Stevanato & family,Italy,Venice,Medical packaging,Healthcare,TRUE,Male,Stevanato,Sergio,5500,3/20/1943,83,1943,3,20,110.62,2001244392042,82.9,24.3,59.1,60297396,,11/25/25
466,Media & Entertainment,Margaretta Taylor,United States,Southampton,"Media, automotive",Media & Entertainment,FALSE,Female,Taylor,Margaretta,5500,4/15/1942,84,1942,4,15,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
466,Technology,Richard White,Australia,Sydney,Software,Technology,TRUE,Male,White,Richard,5500,4/1/1955,71,1955,4,1,119.8,1392680589329,82.7,23,47.4,25766605,,11/25/25
466,Diversified,Zhao Yan,China,Beijing,Biotech,Diversified,TRUE,Female,Zhao,Yan,5500,1/1/1967,59,1967,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
486,Fashion & Retail,Patrizio Bertelli,Italy,Milan,Luxury goods,Fashion & Retail,TRUE,Male,Bertelli,Patrizio,5400,1/1/1946,80,1946,1,1,110.62,2001244392042,82.9,24.3,59.1,60297396,,11/25/25
486,Manufacturing,Mahendra Choksi & family,India,Mumbai,Paints,Manufacturing,FALSE,Male,Choksi,Mahendra,5400,4/19/1941,85,1941,4,19,180.44,2611000000000,69.4,11.2,49.7,1366417754,,11/25/25
486,Finance & Investments,Mat Ishbia,United States,Bloomfield Hills,Mortgage lender,Finance & Investments,FALSE,Male,Ishbia,Mat,5400,1/6/1980,46,1980,1,6,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
486,Technology,Leo Koguan,Singapore,Singapore,IT provider,Technology,TRUE,Male,Koguan,Leo,5400,2/15/1955,71,1955,2,15,114.41,372062527489,83.1,13.1,21,5703569,,11/25/25
486,Diversified,Miao Hangen,China,Suzhou,"Textiles, petrochemicals",Diversified,TRUE,Male,Miao,Hangen,5400,1/1/1965,61,1965,1,1,125.08,19910000000000,77,9.4,59.2,1397715000,,11/25/25
486,Manufacturing,Michael Pieper,Switzerland,Lucerne,Kitchen appliances,Manufacturing,TRUE,Male,Pieper,Michael,5400,2/5/1946,80,1946,2,5,99.55,703082435360,83.6,10.1,28.8,8574832,,11/25/25
486,Fashion & Retail,Miuccia Prada,Italy,Milan,Luxury goods,Fashion & Retail,FALSE,Female,Prada,Miuccia,5400,5/10/1949,77,1949,5,10,110.62,2001244392042,82.9,24.3,59.1,60297396,,11/25/25
486,Fashion & Retail,Wolfgang Reimann,Germany,Passau,Consumer goods,Fashion & Retail,FALSE,Male,Reimann,Wolfgang,5400,10/4/1952,73,1952,10,4,112.85,3845630030824,80.9,11.5,48.8,83132799,,11/25/25
486,Fashion & Retail,Matthias Reimann-Andersen,Germany,Munich,Consumer goods,Fashion & Retail,FALSE,Male,Reimann-Andersen,Matthias,5400,3/30/1965,61,1965,3,30,112.85,3845630030824,80.9,11.5,48.8,83132799,,11/25/25
486,Fashion & Retail,Stefan Reimann-Andersen,Austria,Vienna,Consumer goods,Fashion & Retail,FALSE,Male,Reimann-Andersen,Stefan,5400,7/13/1963,62,1963,7,13,118.06,446314739528,81.6,25.4,51.4,8877067,,11/25/25
486,Fashion & Retail,Renate Reimann-Haas,Austria,Vienna,Consumer goods,Fashion & Retail,FALSE,Female,Reimann-Haas,Renate,5400,10/8/1951,74,1951,10,8,118.06,446314739528,81.6,25.4,51.4,8877067,,11/25/25
497,Finance & Investments,Todd Boehly,United States,Darien,Finance,Finance & Investments,TRUE,Male,Boehly,Todd,5300,9/20/1973,52,1973,9,20,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Real Estate,Rick Caruso,United States,Los Angeles,Real estate,Real Estate,TRUE,Male,Caruso,Rick,5300,1/7/1959,67,1959,1,7,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Manufacturing,Ibrahim Erdemoglu,Turkey,Istanbul,Carpet,Manufacturing,TRUE,Male,Erdemoglu,Ibrahim,5300,9/26/1962,63,1962,9,26,234.44,754411708203,77.4,17.9,42.3,83429615,,11/25/25
497,Finance & Investments,Elizabeth Johnson,United States,Boston,Fidelity,Finance & Investments,FALSE,Female,Johnson,Elizabeth,5300,5/7/1963,63,1963,5,7,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Finance & Investments,Douglas Leone,United States,Atherton,Venture capital,Finance & Investments,TRUE,Male,Leone,Douglas,5300,7/4/1957,68,1957,7,4,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Diversified,Prajogo Pangestu,Indonesia,Jakarta,Petrochemicals,Diversified,FALSE,Male,Pangestu,Prajogo,5300,5/13/1944,82,1944,5,13,151.18,1119190780753,71.5,10.2,30.1,270203917,,11/25/25
497,Finance & Investments,Thomas Pritzker,United States,Chicago,"Hotels, investments",Finance & Investments,FALSE,Male,Pritzker,Thomas,5300,6/6/1950,75,1950,6,6,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Food & Beverage,Lynda Resnick,United States,Beverly Hills,Agriculture,Food & Beverage,TRUE,Female,Resnick,Lynda,5300,1/2/1943,83,1943,1,2,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Food & Beverage,Stewart Resnick,United States,Beverly Hills,Agriculture,Food & Beverage,TRUE,Male,Resnick,Stewart,5300,12/24/1936,89,1936,12,24,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Service,Gary Rollins,United States,Atlanta,Pest control,Service,FALSE,Male,Rollins,Gary,5300,8/30/1944,81,1944,8,30,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Finance & Investments,Mark Walter,United States,Chicago,"Finance, asset management",Finance & Investments,TRUE,Male,Walter,Mark,5300,5/22/1960,66,1960,5,22,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Manufacturing,Ronald Wanek,United States,Saint Petersburg,Furniture,Manufacturing,TRUE,Male,Wanek,Ronald,5300,5/19/1941,85,1941,5,19,117.24,21427700000000,78.5,9.6,36.6,328239523,,11/25/25
497,Food & Beverage,Erich Wesjohann & family,Germany,Visbek,Poultry genetics,Food & Beverage,TRUE,Male,Wesjohann,Erich,5300,6/2/1945,80,1945,6,2,112.85,3845630030824,80.9,11.5,48.8,83132799,,11/25/25
497,Fashion & Retail,M.A. Yusuff Ali,United Arab Emirates,Abu Dhabi,Retail,Fashion & Retail,TRUE,Male,Yusuff Ali,M.A.,5300,11/15/1955,70,1955,11,15,114.52,421142267938,77.8,0.1,15.9,9770529,,11/25/25
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
